id;dens;mod;cmm;c.aglom;efici_glob;gama1;assort;central_grau;central_prox;centr_autovetor;centr_autovalor;mfcc1;mfcc2;mfcc3;mfcc4;mfcc5;mfcc6;mfcc7;mfcc8;mfcc9;mfcc10;mf11;mfcc12;label
20;0.003950556;0.893508126;4.73622516;0.786796164;0.229321697;3.15303631;0.026334891;0.059240598;0.318789756;0.981818293;18.51514528;0.129778228;0.706961038;0.116258392;0.888889574;0.681195887;0.736456295;0.648577302;0.064729236;0.58352841;0.557987542;0.536219257;0.528497792;both
21;0.003931155;0.895055456;4.812278485;0.790721076;0.225642395;3.251246737;0.053688924;0.041355838;0.301368161;0.961174968;16.28228059;0.125851893;0.418460837;0.102919344;0.874333986;0.737566728;0.822460754;0.721340236;0.791652019;0.070860666;0.689823997;0.713190169;0.639866084;both
22;0.007003132;0.847677375;4.05475458;0.805195949;0.277969724;2.843587973;-0.163700331;0.106214351;0.311085567;0.970199763;31.50489153;0.135586184;0.817897766;0.408671508;0.128527372;0.333507255;0.420905976;0.362438379;0.446563975;0.23942087;0.174530194;0.293428871;0.238357803;both
23;0.004962723;0.875172009;4.166669993;0.799468726;0.264023295;3.131563887;-0.048442689;0.14037693;0.373748816;0.980593432;24.0528162;0.124311781;0.516488743;0.103877346;0.729375325;0.546295111;0.71796991;0.798353231;0.85440519;0.070105349;0.568923288;0.50954541;0.541121173;both
24;0.005918905;0.839669337;3.616596547;0.800520135;0.29925578;2.902115375;-0.079364988;0.196292786;0.448672553;0.97557378;29.39990819;0.113199822;0.813156915;0.11944883;0.761923289;0.546811931;0.715408741;0.768036189;0.788539567;0.656174794;0.005365371;0.470170255;0.489262848;both
25;0.006295834;0.867014843;4.307456002;0.796425699;0.258745246;2.890870169;-0.129387072;0.074272886;0.340008702;0.978082137;25.98379116;0.013545978;0.118366869;0.809206791;0.79568543;0.584465702;0.773725313;0.062186239;0.783290363;0.558423088;0.459564738;0.642670001;0.544170948;both
26;0.004494332;0.889271521;4.588770821;0.79366581;0.239954597;3.073069238;-0.040464249;0.073441423;0.329001879;0.975436306;19.51291504;0.119681681;0.341803744;0.113409312;0.107893041;0.832934468;0.000824255;0.621205112;0.615968022;0.485303242;0.414592775;0.47209004;0.402711697;both
27;0.005163382;0.906916698;4.785616807;0.797136891;0.230456439;2.913142044;-0.081109141;0.045916133;0.286980201;0.986001965;23.61629807;0.13479805;0.818145152;0.905922553;0.563099884;0.498619107;0.776345224;0.082480727;0.735920085;0.545913769;0.43721437;0.440762154;0.630794163;both
28;0.006174995;0.817508163;3.830683739;0.811423491;0.289769701;2.830212619;-0.132621752;0.178132535;0.394030378;0.958419411;36.18995302;0.124632943;0.536618695;0.812937346;0.627316002;0.070776602;0.734132015;0.512696137;0.537609507;0.063893655;0.646631697;0.520548245;0.498874039;both
29;0.003788143;0.884347821;4.711965855;0.783331021;0.229657453;3.098056919;0.090276591;0.036759513;0.289834309;0.959665479;17.22360393;0.013599717;-0.265386854;0.036870169;0.51388907;0.340689471;0.53873004;0.418913298;0.423001682;0.421177807;0.263094774;0.394803961;0.503362135;both
30;0.006468779;0.836236801;4.064900086;0.798484364;0.276245262;2.884899598;-0.123348128;0.121493307;0.328817059;0.957685401;29.42308019;0.146298403;-0.2274665;-0.153846119;0.469335972;0.536981954;0.337385088;0.635283793;0.104342811;0.700485945;0.161993822;0.412314064;0.768234561;both
31;0.005373465;0.801957753;3.900475042;0.796694694;0.284980834;2.80457124;-0.102061233;0.181040437;0.379326704;0.968927666;32.11847119;0.125357899;0.396589111;0.971807595;0.80831534;0.642232011;0.647215309;0.601222048;0.653375068;0.631535904;0.652897136;0.63252726;0.629879818;both
32;0.00486073;0.842384386;4.298071007;0.774962887;0.25837398;2.967595347;-0.066945999;0.104670602;0.339522171;0.976989574;25.76757774;0.135915425;0.34884184;0.073423538;0.811106116;0.73745363;0.781279997;0.698494267;0.070649079;0.615894438;0.058843746;0.538105518;0.558673199;both
33;0.003660098;0.889624228;4.899536044;0.782495871;0.221915699;3.164098961;0.081297924;0.043206674;0.289000149;0.969484065;15.87488669;0.110031546;-0.290571982;0.439881794;0.630652916;0.318005921;0.570934456;0.507796026;0.430411698;0.471056089;0.371025552;0.382686855;0.479116553;both
34;0.006476539;0.849823071;3.688576259;0.800246754;0.294115402;2.876979163;-0.12701372;0.122012139;0.39051359;0.958534263;28.32247406;0.147502595;-0.324737053;-0.84283664;0.653992137;0.48252332;0.16182654;0.006624579;0.110646606;0.583392868;0.86473255;0.22139911;0.736642996;both
35;0.005460492;0.794625047;3.466081317;0.797339899;0.312501858;2.821906458;-0.117821834;0.199384163;0.387085979;0.96172948;31.21323075;0.125255936;0.365596136;0.968120274;0.805441676;0.657132181;0.674771908;0.616273608;0.651052334;0.637919757;0.662657007;0.640396143;0.650002869;both
36;0.004416729;0.848712614;4.269338987;0.773952928;0.257305523;3.078367703;-0.030265492;0.114593276;0.342408041;0.97613143;23.12802556;0.136219707;0.396332471;0.728862874;0.820226582;0.734393948;0.742170172;0.6410864;0.664238987;0.580578737;0.524654659;0.489212106;0.563531892;both
37;0.003785926;0.899499184;5.44821485;0.792321623;0.20371376;3.233853362;0.037919551;0.029389429;0.253662678;0.969366529;14.41575972;0.011042599;-0.298616676;0.451044199;0.660849202;0.244004939;0.596780783;0.475904429;0.373855113;0.043797327;0.315934721;0.36049353;0.485243966;both
38;0.00423547;0.871923461;4.477832654;0.788270317;0.243767469;3.043831322;0.007603582;0.060008869;0.313384778;0.965034113;20.4786827;0.693721023;-0.021863948;0.666237373;0.737334879;0.742814213;0.731703516;0.534073053;0.51360775;0.482104489;0.465369892;0.298305454;0.251955733;both
39;0.004531471;0.871226829;4.627275852;0.786372419;0.238385803;3.089378586;-0.020549903;0.07603725;0.307780685;0.973446067;21.35886975;0.140748676;0.840342717;0.727136569;0.567706865;0.532752454;0.682041988;0.603446319;0.780181094;0.71225439;0.693119199;0.617689373;0.52914187;both
40;0.005375682;0.838667158;3.644706632;0.801720494;0.296698072;3.081672874;-0.07052332;0.1899903;0.396607039;0.977748884;27.77044924;0.141518569;-0.160180785;0.316057456;0.522868873;0.64153785;0.461323091;0.310713328;0.718880251;0.658693551;0.41959367;0.409563758;0.50429784;both
41;0.004254871;0.888386133;4.765647294;0.790033841;0.22911445;3.038674946;-0.005584798;0.048404423;0.317580137;0.965949626;18.1354188;0.731719694;0.223467244;0.92001128;0.880814115;0.769141821;0.806387026;0.662946725;0.678589228;0.586788381;0.541574028;0.482400073;0.452458484;both
42;0.0044644;0.885560414;4.725413375;0.797925215;0.23328497;3.062131134;-0.024088368;0.051354452;0.305626362;0.97435441;19.9696466;0.140770216;-0.11455268;0.758997265;0.82532675;0.761245016;0.790995458;0.70566077;0.072846559;0.652337789;0.623541125;0.562874636;0.518865683;both
43;0.004529254;0.870889293;5.032841108;0.789900016;0.224947778;2.975052467;-0.04685169;0.066560794;0.269995401;0.974443199;20.50462347;0.142715787;0.125148096;0.825155487;0.844220604;0.752533635;0.795899994;0.679837159;0.70496266;0.626240465;0.595251934;0.532454817;0.514475582;both
44;0.005182229;0.826313778;3.602531526;0.80457532;0.299967982;3.077335219;-0.079197454;0.194396497;0.395198207;0.976913528;29.58919885;0.132298604;0.134344864;0.818657461;0.27822297;0.279981734;0.477404173;0.011002117;-0.122076334;0.177628295;0.239679736;0.260354564;0.566850855;both
45;0.004544774;0.875290495;4.600564286;0.792592592;0.238302728;3.031589823;-0.052188057;0.06233253;0.320701501;0.964080078;20.62387326;0.1426796;0.14744514;0.831664092;0.084098926;0.742533493;0.793183257;0.066775444;0.702941292;0.635827859;0.060461808;0.540286286;0.526292899;both
46;0.006443835;0.845085484;4.205531997;0.826670985;0.272346468;2.906583178;-0.177666859;0.123624622;0.319935553;0.966800631;30.10912381;0.138697702;-0.515570236;0.680939476;0.740773128;0.681481425;0.727954394;0.652552715;0.666637905;0.598734482;0.604264711;0.054672765;0.517517824;both
47;0.006883401;0.804017667;3.788283584;0.798502187;0.29619649;2.784572949;-0.190665236;0.179530501;0.357279231;0.955640557;38.25849484;0.088914454;0.567723344;0.126875968;0.856644689;0.588401356;0.489335985;0.039292466;0.052979923;0.480088662;0.53241444;0.368300134;0.330204497;both
48;0.005117375;0.698429472;2.853230232;0.797748682;0.375811073;3.004911124;-0.109883345;0.557810482;0.657453772;0.974659687;46.57553957;0.909299359;0.040579968;0.910366884;0.746318665;0.628284296;0.603998763;0.557097067;0.623775457;0.05829133;0.661167008;0.059280675;0.656495433;both
49;0.007270863;0.848898219;3.577140323;0.804967514;0.303172583;2.751453957;-0.184666631;0.165978216;0.435481568;0.971441678;44.31182985;0.900278518;0.691401535;0.135445553;0.879189687;0.054078028;0.429109312;0.351007503;0.528588202;0.461886054;0.480748339;0.026012503;0.019903686;both
50;0.008319614;0.766392957;2.959674067;0.808666948;0.368004314;2.62184649;-0.167073185;0.361875225;0.457990942;0.960341576;50.60958203;0.901548069;0.712900452;0.139861954;0.945563381;0.591795114;0.451465361;0.329716657;0.458660925;0.0038817;0.431675863;0.23067469;0.189762557;both
51;0.004972146;0.788589166;3.71191375;0.792971371;0.292662635;2.988866909;-0.085894939;0.147739808;0.365677097;0.967637144;31.80575141;0.973464199;0.18939064;0.993538351;0.901802634;0.747091751;0.651651745;0.527038298;0.049317665;0.435411674;0.404174443;0.380103026;0.395274728;both
52;0.00625537;0.904964279;4.411087276;0.821542866;0.247145301;3.101004963;-0.038091947;0.05272304;0.330808339;0.966448898;21.0311718;0.111087309;0.595949531;0.734585532;0.281213775;0.365025394;0.878134586;0.103111386;0.862861859;0.362057458;0.254205982;0.447664346;0.08591952;both
53;0.005941077;0.73799884;3.145814695;0.792366338;0.345125319;2.985408549;-0.10145231;0.38531748;0.517555456;0.972364386;39.8731067;0.111269089;0.521863957;0.941612593;0.701338138;0.572875178;0.680962013;0.710788061;0.718164012;0.537617368;0.503488237;0.045429474;0.612231285;both
54;0.0063557;0.874614902;3.935960755;0.822637983;0.275818295;3.067999857;-0.088782347;0.103175633;0.361006675;0.970475291;25.03161394;0.113499698;0.435814531;0.103441135;0.522512152;0.062405187;0.559670076;0.786953982;0.658301523;0.547629176;0.600462019;0.45339637;0.712495576;both
55;0.005250409;0.854037372;4.229132785;0.78705319;0.260659012;2.938534949;-0.062559268;0.089536321;0.300699606;0.977857035;27.22135743;0.129871846;0.252008065;0.703735784;0.510991489;0.598673292;0.898688917;0.776267433;0.525114234;0.389429253;0.572941113;0.076089531;0.746369144;both
56;0.006558577;0.852753911;4.248559075;0.793726578;0.264333218;2.814241673;-0.113704777;0.087174967;0.314110025;0.971453079;34.15100848;0.143616446;0.330475311;0.550252941;0.55793269;0.534693472;0.700669915;0.622687403;0.053798566;0.048808528;0.547299878;0.590149734;0.590479475;both
57;0.004945539;0.824055819;3.80576647;0.783617857;0.283521121;2.963612083;-0.047506816;0.10932513;0.345023698;0.973499514;29.99507222;0.131656606;0.010974078;0.555184688;0.548838842;0.554816753;0.850528805;0.789454295;0.546722274;0.459428293;0.498459023;0.663086284;0.066719007;both
58;0.004588565;0.893984029;5.235957429;0.786717348;0.212192888;3.028989139;-0.053956733;0.04807073;0.26581219;0.969200384;18.34380568;0.143387535;0.350295283;0.84271692;0.063122346;0.571310217;0.725887808;0.572119519;0.391121325;0.257475611;0.374066359;0.540691649;0.0664061;both
59;0.004721599;0.858644768;4.335082731;0.792390863;0.250767513;2.910140218;-0.012355633;0.093224689;0.374648933;0.978089789;25.87414491;0.128522561;0.524163137;0.097731236;0.073696174;0.693604765;0.088585491;0.676934035;0.381264512;0.24054605;0.396403245;0.557514157;0.656478768;both
60;0.006377318;0.878679062;4.885670575;0.795732135;0.231596225;2.772175837;-0.149149966;0.093675342;0.280809315;0.983331599;27.28719522;0.144745507;0.019061932;0.708931761;0.064450705;0.490755011;0.556723706;0.416135972;0.31857709;0.265700208;0.317555824;0.420837662;0.534300006;both
61;0.005193315;0.879532797;4.919641362;0.780264643;0.228901555;2.809082215;-0.043925568;0.065370139;0.289761466;0.962210372;23.98485955;0.135918351;0.305413351;0.683874879;0.047148803;0.585493326;0.100412568;0.996499031;0.680985444;0.033974264;0.449724219;0.748228469;0.867971391;both
62;0.004966603;0.864802259;4.391601674;0.787224667;0.25151417;2.884384693;-0.045693052;0.103511543;0.319480072;0.969020814;24.11690164;0.001292848;0.54872599;0.864515858;0.593708851;0.681607975;0.107084866;0.986889384;0.06021303;0.028585065;0.433343551;0.070716;0.778962862;both
63;0.006085752;0.885389832;4.656061085;0.784047766;0.238389995;2.830048813;-0.112496095;0.078169119;0.322347742;0.979889753;29.21816205;0.14498708;0.190217485;0.553164579;0.500826977;0.519258697;0.793777362;0.82693159;0.636720019;0.366320379;0.432832209;0.623277919;0.660952362;both
64;0.00580638;0.874025803;4.567851778;0.801124853;0.243158331;2.916283254;-0.100702392;0.068443225;0.31640992;0.979814937;27.37359626;0.127481929;0.372863558;0.965566099;0.879218656;0.761688139;0.86679715;0.81781185;0.726766675;0.547984732;0.051333189;0.547204227;0.562241004;both
65;0.005857931;0.858184358;4.474962446;0.794944031;0.24693139;2.839096677;-0.109395845;0.064178931;0.316194162;0.96972388;27.52210068;0.137106456;0.423785766;0.668618965;0.42644735;0.63125097;0.918834309;0.613043396;0.301558055;0.323335063;0.684680062;0.829298627;0.672662317;both
66;0.005582994;0.835919559;4.176889221;0.796861815;0.265996277;2.903363016;-0.108966685;0.090783515;0.3194298;0.972274825;27.43729315;0.132648495;0.628519598;0.780655508;0.507595564;0.809757926;0.1151939;0.725911576;0.275663421;0.026036382;0.600069974;0.698671908;0.531733418;both
67;0.004973255;0.884298309;4.522065907;0.786712825;0.243665276;2.911505975;-0.018690402;0.087707103;0.304609518;0.981878976;25.68703508;0.144705013;0.303728171;0.577430847;0.047194666;0.064284473;0.948240742;0.07519524;0.47630925;0.393818655;0.555111933;0.517834713;0.451349566;both
68;0.007663313;0.792643392;3.515833818;0.811669942;0.31753372;2.906862175;-0.240364719;0.230356697;0.370784825;0.967944666;42.41332688;0.128644502;0.023508116;0.954976242;0.096273183;0.787147021;0.742405785;0.561258431;0.450527476;0.345175547;0.341018877;0.334294605;0.040584242;both
69;0.00458801;0.870409054;4.391154347;0.786186957;0.249637629;2.958927844;-0.005963116;0.118108146;0.343732543;0.98079225;26.22018438;0.142165841;0.240169586;0.104592564;0.101948733;0.822393013;0.704160372;0.50237727;0.408340182;0.028237319;0.263053354;0.254616769;0.308536376;both
70;0.005196087;0.869531134;4.283422854;0.7984712;0.259136339;3.059322413;-0.046127174;0.095909759;0.347004396;0.963499334;24.12398242;0.143809925;0.106791206;0.373014032;0.041866837;0.665015564;0.918618398;0.624473389;0.402499351;0.432723149;0.632168111;0.551639396;0.493292559;both
71;0.004548654;0.881580892;4.580659073;0.795812123;0.240738317;3.10492801;-0.033070652;0.062328649;0.329966843;0.969951034;20.32917749;0.133021881;0.567532465;0.97300247;0.587260632;0.417913708;0.663254834;0.804301615;0.816086601;0.676594541;0.589780548;0.594042741;0.682876626;both
72;0.004076938;0.883991652;4.307385605;0.789529859;0.249002648;3.124809645;0.033204191;0.061220587;0.318011618;0.962243285;19.04609259;0.975868839;0.570569425;0.110549312;0.562788265;0.250741405;0.281354935;0.507855499;0.71687688;0.070552308;0.5239299;0.325179983;0.366757477;both
73;0.007589036;0.499968054;2.012021285;0.845321057;0.500526131;3.012776619;-0.254045647;0.942384635;0.910037163;0.959270493;75.90125861;0.923724804;0.616676025;0.26059329;-0.952636241;0.227352084;0.115707839;0.339148319;0.385852014;0.416774284;0.408084575;-0.163756289;0.161394847;both
74;0.004243231;0.881443966;4.727528616;0.790509655;0.23232522;3.07103585;0.018244655;0.060527702;0.324062337;0.973725891;19.58624325;0.967905958;0.623596302;0.777946971;0.622537845;0.481486621;0.525273186;0.605474311;0.680413634;0.621178749;0.54523119;0.441251365;0.436644012;both
75;0.003941132;0.878661707;4.477708489;0.789252988;0.241892504;3.075528596;0.015573472;0.073994623;0.312379782;0.978273366;19.22585254;0.105571941;0.706133022;0.118235314;0.691987402;0.330969505;0.333548276;0.429036611;0.00057877;0.570454635;0.469948023;0.366475584;0.41625865;both
76;0.003777057;0.867879275;4.590474211;0.769585425;0.234926979;3.173243206;0.081384121;0.076791663;0.341118175;0.978295144;19.16875844;0.111606693;0.355236553;0.110480128;0.711407382;0.528766559;0.542152483;0.737327028;0.66669598;0.571110514;0.659671532;0.388476;0.47829776;both
77;0.004462182;0.885445214;4.442831407;0.792190908;0.244278377;3.074093573;0.000848683;0.084532025;0.355195408;0.978524571;20.84973182;0.111792798;0.627402182;0.799712384;0.337115819;0.185376434;0.492316212;0.816284207;0.927691352;0.650981972;0.396144287;0.351698042;0.422120456;both
78;0.005060835;0.845156394;3.841817577;0.792629058;0.284731329;2.865391394;-0.063714478;0.188198775;0.418014138;0.978221681;26.79829747;0.111252438;0.156251319;0.560763179;0.276413825;0.217244219;0.108343976;0.481855575;0.49736715;0.228936232;0.324637164;0.273890574;0.275170371;both
79;0.006773094;0.726590422;2.942356365;0.832752345;0.368950813;3.084510032;-0.195778875;0.33919847;0.477443726;0.960254484;43.23104305;0.133037968;0.00792231;0.757824724;0.236777561;0.444659157;0.699392821;0.394647501;0.324809212;0.481044635;0.589100364;0.441609025;0.315541497;both
80;0.00550151;0.709178156;2.769944292;0.808066192;0.386166754;2.949812699;-0.115972104;0.532149885;0.603437822;0.972233239;41.84720628;0.116533514;0.73768919;0.828937904;0.357609381;0.294249311;0.576841411;0.719036568;0.830850615;0.612299799;0.266147269;0.252892628;0.506012223;both
81;0.008259195;0.629791514;2.190261356;0.840441669;0.471751929;2.961259813;-0.187155663;0.750034644;0.689409131;0.960895429;65.11419627;0.106060982;0.723103617;0.128170656;0.100320493;0.675156788;0.604018701;0.579708179;0.577369483;0.445501773;0.398573479;0.306908191;0.001475607;both
82;0.004391785;0.8731085;4.313922009;0.787526707;0.250841151;3.067196156;0.024673812;0.060379147;0.307280462;0.964870029;21.27004626;0.107419161;0.502597201;0.110452162;0.875703161;0.619189531;0.681011663;0.674500501;0.704478884;0.636224004;0.591436017;0.540159243;0.496941158;both
83;0.003920069;0.902356677;5.598092071;0.788899169;0.202884679;3.284551919;0.011222774;0.031888251;0.229545933;0.966752385;14.83139477;0.970481937;0.676542882;0.993499017;0.524098859;0.508062718;0.658937988;0.73348962;0.766865906;0.716605134;0.64578303;0.601514688;0.6655012;both
84;0.004416729;0.824213978;3.424726033;0.787682752;0.314137792;3.112921376;-0.048947974;0.327336825;0.535319702;0.981225956;31.15726792;0.01416048;-0.350630743;-0.569559;0.62537159;0.352487835;-0.014262565;0.449887671;0.09491047;0.812199572;0.19133793;0.47720776;0.158595642;both
85;0.004005432;0.896121783;4.802474433;0.791400288;0.225019049;3.109064318;0.053951068;0.033382667;0.311830981;0.948583933;16.21212238;0.131982344;0.02103656;0.863335804;0.745991724;0.6119846;0.666784834;0.639615888;0.686717343;0.668534485;0.714499445;0.680432394;0.648410707;both
86;0.004002106;0.88620982;4.633339431;0.788800643;0.233658799;3.124595937;0.046375701;0.052343339;0.323396385;0.969973771;17.19103818;0.135084953;0.148500555;0.087790148;0.645200092;0.607881473;0.680294348;0.736410222;0.617416387;0.497750067;0.68912941;0.464291267;0.374719365;both
87;0.004626812;0.852368891;4.261781547;0.793329173;0.259461255;2.998674214;-0.03007283;0.142819212;0.371306534;0.980247533;25.60435771;0.13183805;0.37332296;0.97605217;0.074994329;0.551864563;0.611569509;0.575797943;0.628597844;0.657170443;0.695668204;0.671029513;0.672472197;both
88;0.004477703;0.882444063;4.662748815;0.791279241;0.236477172;3.099210118;0.010719962;0.0550273;0.333799556;0.972806843;20.90119832;0.125670141;0.053588051;0.111762044;0.91432489;0.739123638;0.079419638;0.715269123;0.726634478;0.716874061;0.697983206;0.626829454;0.649144007;both
89;0.005656163;0.849540354;4.304263186;0.799132972;0.263478331;3.009325896;-0.096783956;0.135470746;0.326556725;0.963991112;27.07896588;0.129609252;0.914768826;0.738378389;0.73845037;0.662499049;0.755463771;0.712865998;0.745960349;0.695937559;0.670315457;0.54757935;0.500388821;both
90;0.004544774;0.880084079;4.654549486;0.790491965;0.235706874;3.095702653;-0.004077909;0.0570666;0.325276581;0.978021657;19.78627325;0.133816132;0.414484307;0.85579741;0.604577089;0.491387339;0.069587632;0.705667765;0.701090313;0.631003933;0.613340456;0.053735061;0.517226883;both
91;0.004007095;0.884762234;4.699980045;0.788533548;0.231728735;3.125506748;0.063127193;0.050758571;0.326092923;0.96827384;18.33924009;0.126376795;0.605933364;0.116867078;0.977122852;0.813700417;0.854216629;0.744176044;0.71404874;0.066319361;0.618862233;0.555137766;0.005286216;both
92;0.00385466;0.900377798;5.259273856;0.787724102;0.210218087;3.188742832;0.043565899;0.038272775;0.271762767;0.981154121;16.22422731;0.1284983;0.400103503;0.105253321;0.920502852;0.778023818;0.781524189;0.689197839;0.068034585;0.617700302;0.632736915;0.594998837;0.57469375;both
93;0.004494887;0.870231493;4.395147585;0.784671827;0.248069012;2.990130411;-0.007062948;0.080286577;0.334169384;0.95271701;21.44334927;0.1336802;0.550866465;0.102039475;0.706071032;0.530863988;0.632315458;0.60999215;0.654617015;0.656539121;0.678667529;0.654784976;0.645123857;both
94;0.004261523;0.879644749;4.625211053;0.787922668;0.235649743;3.135437675;0.02107275;0.053137108;0.323395137;0.963465078;18.9872795;0.127677834;0.71194158;0.115322282;0.865514252;0.677066032;0.749547056;0.682471218;0.692082054;0.659717996;0.633115318;0.579622687;0.62692104;both
95;0.004350766;0.890718421;4.889154957;0.784204125;0.225302388;3.101023161;0.008686049;0.04146282;0.285555468;0.963853188;18.75627435;0.144899826;0.276744074;0.818133244;0.741737083;0.65179573;0.749609669;0.703657865;0.742192847;0.668827997;0.616526318;0.05042584;0.481022195;both
96;0.004291455;0.881809356;4.305531997;0.787824402;0.249505575;3.137812694;0.022778573;0.06995815;0.363568508;0.972757626;19.18062022;0.135554658;0.581099608;0.910884751;0.551301728;0.427383629;0.690662794;0.73023753;0.682686228;0.562808882;0.524494997;0.485060615;0.518782289;both
